name,Bahasa/External ID,teks
3355,2,“Matahari” dalam ayat ini dapat merujuk kepada matahari alam rohani – Rasulullah Saw – yang merupakan sumber seluruh cahaya rohani dan yang akan terus-menerus menyinari dunia sampai akhir zaman.
3356,2,"“Bulan” dapat juga merujuk kepada Rasulullah Saw sebab beliau menerima cahaya dari Tuhan dan menyiarkan cahaya itu ke persada alam rohani yang gelap itu. Atau kata “bulan” itu dapat pula merujuk kepada para wali dan para imam zaman – khususnya kepada wakil agung beliau, Hadhrat Masih Mau’ud As – yang akan menerima cahaya kebenaran dari Rasulullah Saw dan menyiarkannya ke dunia untuk menghilangkan kegelapan akhlak dan rohani."
3357,2,"“Siang” dapat merujuk kepada masa tatkala Amanat Islam serta kebenaran pendirinya ditegakkan serta dasar-dasar telah ditegakkan untuk penyebarluasannya di dunia. Isyarat yang terkandung di dalam ayat ini mungkin tertuju kepada masa Khulafaur-Rasyidin, ketika cahaya Islam memancar dengan segala kemegahan dan kejayaannya."
3358,2,"“Malam” dapat merujuk kepada masa kemunduran dan kemerosotan Kaum Muslimin ketika cahaya Islam telah tersembunyi dari mata dunia. Keempat ayat ini (2-5) merujuk kepada empat kurun masa perjalanan Islam yang penuh peristiwa itu, yaitu, (1) masa Rasulullah Saw sendiri, ketika Matahari Rohani (Rasulullah Saw) sedang memancar dengan sangat megahnya di cakrawala rohani; (2) masa wakil agung beliau, yaitu, Hadhrat Masih Mau’ud As, ketika nur (cahaya) yang diperoleh dari Rasulullah Saw dipantulkan ke suatu dunia yang gelap; (3) masa para khalifah Rasulullah Saw ketika cahaya Islam masih tetap berkilau-kilauan dan (4) masa ketika kegelapan rohani telah meluas ke seluruh dunia yang terjadi sesudah lewat tiga abad pertama kejayaan Islam."
3359,2,"Lafaz Mā dalam ayat ini dan dalam dua ayat berikutnya adalah Masdariyah atau berarti Alladzī, Yakni, “ia yang.” Dengan demikian dalam ayat-ayat ini perhatian telah dipusatkan pada Sang Perencana dan Sang Arsitek Agung alam semesta ini atau pada penyempurnaan alam semesta serta kebebasannya yang penuh dari setiap macam cacat dan kekurangan."
3359A,2,"Ayat ini berarti, bahwa semua khasiat yang dipersembahkan benda-benda langit seperti matahari, bulan, dan lain-lain adalah dalam rangka melayani makhluk-makhluk Allah dan yang mengenai kenyataan itu telah disebutkan dalam ayat 10, memberi kesaksian bahwa manusia telah dianugerahi sifat-sifat serupa itu dalam derajat lebih tinggi. Pada hakikatnya, manusia adalah alam semesta ukuran mini (kecil) dan dalam dirinya ditampilkan dalam skala kecil segala sesuatu yang terwujud di alam semesta. Bagaikan matahari ia memancarkan cahayanya ke alam dunia serta meneranginya dengan kilauan cahaya hikmah dan ilmu. Ibarat bulan ia memancarkan kembali cahaya kasyaf, ilham, dan wahyu yang dipinjamnya dari Sumber Asli lagi agung, untuk ditujukan kepada mereka yang bermukim di dalam kegelapan. Ia terang-benderang laksana siang hari dan menunjukkan jalan kebenaran dan kebajikan. Bagaikan malam ia menutupi keaiban dan kesalahan amal orang-orang lain, meringankan beban mereka, dan memberikan istirahat kepada si lelah dan si letih. Seperti langit ia menaungi setiap jiwa yang bersusah-hati dan menghidupkan bumi yang telah mati dengan hujan yang memberi kesegaran. Laksana bumi ia menyerahkan diri dengan segala kerendahan untuk diinjak-injak di bawah telapak kaki orangorang, sebagai cobaan bagi mereka, dan dari ruhnya yang telah disucikan itu tumbuhlah dengan berlimpah-limpahnya bermacam-macam pohon ilmu pengetahuan dan kebenaran, dan dengan keteduhan rindangnya dahan-dahan, dengan bunga-bunganya, dan dengan buah-buahnya ia menjamu sesama umat manusia. Demikianlah orang-orang kudus dan para muslih rabbani, di antaranya yang terbesar dan paling sempurna ialah Muhammad, Rasulullah Saw."
3360,2,"Tuhan telah menanamkan dalam fitrat manusia perasaan atau pengertian mengenai apa yang baik dan buruk, dan telah mewahyukan kepadanya, bahwa ia dapat memperoleh kesempurnaan rohani dengan menjauhi apa yang buruk dan salah, dan menerima apa yang benar dan baik."
3361,2,"Nabi Saleh As mengendarai unta betina pergi dari satu tempat ke tempat lain untuk menyampaikan Amanat Ilahi. Meletakkan rintangan di atas jalan yang biasa dilalui oleh unta betina beliau dengan leluasa, sama saja dengan meletakkan hambatan-hambatan kepada Nabi Saleh As sendiri dan menghalang-halanginya dari melaksanakan tugas suci yang telah dipercayakan Tuhan kepadanya. Dalam artian lainnya, Nabi Saleh sendiri adalah unta betina Tuhan, seperti pula halnya setiap muslih rabbani lainnya."
3361A,2,"Apabila suatu kaum ditimpa kemurkaan Tuhan dan jadi binasa, Tuhan tidak mempedulikan yang selamat dari kebinasaan; atau maknanya ialah, Tuhan tidak mempedulikan nasib buruk apa yang akan menimpa mereka."
3362,2,"Dalam surah yang mendahuluinya, pokok pembahasan utamanya ialah mengenai Al-Syams (Sang Matahari), yaitu Rasulullah Saw, yang merupakan sumber segala nur (cahaya). Itulah sebabnya sebutan mengenai matahari dan siang mendahului sebutan tentang bulan dan malam. Tetapi dalam surah yang sedang dibahas ini telah dikemukakan suatu perbedaan mencolok di antara orang-orang mukmin dan orang-orang kafir, dan oleh karena orang-orang kafir pada umumnya lebih banyak jumlahnya, serta memiliki kekuasaan dan pengaruh yang lebih besar, maka sebutan mengenai malam yang menampilkan kepribadian orang-orang kafir, mendahului sebutan mengenai siang yang menampilkan kepribadian orang-orang mukmin."
3363,2,"Dengan menyebut kata Tajallā (terang-benderang) dalam ayat ini sebagai ganti kata Jallā (menampakkan kemegahan) pada ayat ke-4 surah sebelumnya, diisyaratkan bahwa kalau di dalam surah sebelumnya tekanan diberikan pada ketinggian martabat sang guru, maka dalam ayat ini tekanannya jatuh pada kemampuan besar para murid, dalam mempelajari dan menghayati ajaran Ilahi."
3363A,2,"Pengembangbiakan manusia bergantung pada percampuran antara dua jenis manusia yang berlainan kelamin. Ciri khas yang satu (lelaki) ialah memberi, sedang ciri khas yang kedua (perempuan) ialah menerima. Tidak ubahnya seperti di dalam alam jasmani, di dalam alam rohani pun terdapat wujud-wujud jenis pria – para nabi dan para muslih rabbani yang mengajar dan membimbing; dan wujud-wujud rohani jenis wanita – para pengikut mereka yang menerima serta memperoleh manfaat dari ajaran Ilahi. Ayat ini mengandung suatu isyarat bahwa dengan bersatunya sang Guru yang sempurna – Rasulullah Saw – dan murid-murid teladan – para sahabat – suatu dunia baru akan segera terjelma."
3364,2,"Ayat ini menarik perhatian kita kepada tujuan yang sangat bertentangan antara orang-orang mukmin dan orang-orang kafir, dan juga kepada perbedaan dalam sepak terjang yang dilakukan mereka guna mencapai tujuan mereka masing-masing. Sementara usaha orang-orang mukmin dikerahkan untuk penyiaran dan penyebaran kebenaran, maka usaha orang-orang kafir ditujukan untuk menentangnya serta meletakkan rintangan-rintangan dan penghalang-penghalang di jalannya. Hasil kedua macam usaha itu pun, tidak boleh tidak, pasti berbeda juga."
3365,2,"Ayat ini bersama-sama dengan yang mendahuluinya menyebut tiga ciri khas pribadi-pribadi yang berhasil di dalam hidup mereka. Singkatnya, ketiga ciri khas itu adalah perbuatan benar, perasaan benar, dan pikiran benar, dan ketiga ciri khas itu dimiliki oleh orang-orang mukmin dalam kadar tinggi."
3366,2,"Barangsiapa memiliki ketiga nilai istimewa seperti dalam dua ayat terdahulu, ia akan menyaksikan perbuatan-perbuatannya membawa hasil baik seperti yang diharapkannya. Atau, ayat ini dapat pula berarti, bahwa untuk orang demikian adalah mudah mengerjakan amal saleh dan ia merasa senang melaksanakannya."
3367,2,"Kebalikan dari ketiga sifat baik yang telah disebutkan dalam dua ayat terdahulu (6-7), di dalam dua ayat ini (9-10) disebutkan tiga sifat buruk yang menyebabkan akhlak manusia jatuh."
3368,2,"Perbuatan-perbuatan orang yang telah disinggung dalam ayat terdahulu, gagal mencapai sasarannya serta membuahkan hasil yang berlawanan dengan apa yang diharapkan atau diinginkannya. Atau, ayat ini dapat pula berarti, bahwa orang-orang semacam itu sulit untuk beramal saleh."
3369,2,"Orang kafir yang jahat menemui kegagalan di dunia ini dan ia akan menanggung hukuman di akhirat, sebab kedua alam itu di bawah kekuasaan Tuhan. Ayat ini dapat pula berarti, “Kepunyaan Kami-lah kesudahan dan permulaan segala sesuatu.”"
3370,2,"Kata Kadz-dzaba, mengandung arti bahwa orang kafir yang berdosa berpegang pada kepercayaan salah; Tawallā berarti, bahwa ia tidak melaksanakan perbuatan-perbuatan benar."
3371,2,"Orang mukmin yang bertakwa berbuat baik terhadap orang lain, bukan karena membalas sesuatu kebaikan yang pernah diterimanya dari mereka, melainkan semata-mata karena terdorong oleh keinginan memberi faedah kepada sesama makhluk Allah dan untuk memperoleh keridaan Ilahi."
3372,2,"Al-Duhā (terangnya sinar pagi ketika sedang naik) dapat berarti kebangkitan dan kemajuan Islam. Ungkapan ini dapat pula merujuk kepada waktu “dhuha” tertentu, ketika Rasulullah Saw masuk ke Mekah mengepalai suatu lasykar terdiri dari sepuluh ribu prajurit kudus, dan Ka’bah dibersihkan dari berhala-berhala."
3373,2,"“Malam” dapat berarti masa-panjang kemunduran Islam. “Malam” itu dapat merujuk kepada malam tertentu, ketika sesudah kegelapan malam tiba Rasulullah Saw keluar dari rumah beliau dan mencari perlindungan di Gua Tsaur, bersama-sama Hadhrat Abu Bakar r.a. Pada hakikatnya kata “malam” berarti saat ketika Rasulullah Saw meninggalkan Mekah, dan “siang” berarti ketika Mekah jatuh; kedua-duanya (malam dan siang) itu, melukiskan berbagai keadaan turun-naiknya seluruh perjuangan Rasulullah Saw."
3374,2,"Tiap siang dan malam Rasulullah Saw, kemenangan-kemenangan besar beliau dan masa-masa kemunduran yang bersifat sementara, kegembiraan dan kesedihan beliau, ibadah-ibadah beliau di waktu malam dan kegiatan beliau pada siang hari, kesemuanya menjadi saksi bahwa Tuhan ada beserta beliau."
3375,2,Tiap saat di dalam kehidupan Rasulullah Saw adalah lebih baik daripada saat sebelumnya.
3376,2,"Rasulullah Saw adalah seorang anak yatim, baik menurut arti kata sebenarnya maupun dalam arti kiasan. Keadaan yatim-piatu beliau termasuk macam yatim-piatu yang luar biasa. Ayahanda wafat ketika beliau belum lahir, dan ibunda wafat ketika beliau baru berusia enam tahun, dan kakek beliau, Abdul Muththalib, yang menjadi wali beliau sesudah ibunda wafat telah wafat pula dua tahun kemudian dan meninggalkan beliau di bawah asuhan pamanda yang mempunyai mata pencaharian kurang mencukupi. Jadi, oleh karena itu Rasulullah Saw hanya sebentar mengenyam belaian dan kasih sayang orangtua, yaitu hanya ketika beliau masih kanak-kanak. Namun, beliau menerima kecintaan dan kasih sayang dari orang-orang di bawah maupun di atas usia beliau – para sahabat dan teman sebangsa beliau, dari para pengikut beliau pada abad-abad kemudian, dalam kadar begitu tinggi, sehingga tiada seorang pun yang dilahirkan oleh seorang wanita, pernah menerima kecintaan semacam itu sebelum atau pun kelak kemudian hari."
3377,2,"Dālla (hilang sirna dalam kecintaan) berarti, ia bingung dan tidak mampu melihat arah tujuan; ia sama sekali tenggelam atau hilang dalam kecintaan, atau berkelana mencari sesuatu dan gigih dalam pencariannya (Lane). Mengingat berbagai arti kata Dālla itu, ayat ini dapat ditafsirkan sebagai berikut; (1) Rasulullah Saw berkelana mencari jalan dan sarana untuk mencapai Tuhan, dan Tuhan mewahyukan kepada beliau syariat yang membimbing beliau ke arah tujuan yang didambakan; (2) Beliau bingung dan tidak mengetahui betapa cara menemukan jalan yang menjurus ke arah tercapainya apa yang dicari beliau dan Tuhan membimbing beliau ke jalan itu; (3) Seluruh wujud beliau telah hilang dalam kecintaan kepada kaum beliau dan Tuhan membekali beliau dengan petunjuk sempurna bagi mereka; (4) Beliau tersembunyi dari mata dunia dan Tuhan menemukan beliau dan memilih beliau untuk mengemban tugas membimbing umat manusia sampai kepada-Nya. Dengan demikian kata Dālla tidak dipakai sebagai celaan, bahkan sebagai pujian terhadap Rasulullah Saw. Kata ini tidak mengena dan tidak pula dapat dikenakan kepada beliau dalam arti “telah tersesat,” sebab menurut ayat Al-Qur’an lain (QS.53: 3) beliau kebal terhadap kesalahan atau kesesatan. Lebih-lebih, enam ayat terakhir dalam surah ini menunjukkan suatu urutan tertentu ayat 7, 8, dan 9 masing-masing mempunyai hubungan erat dan bersesuaian dengan ayat 10, 11, dan 12. Dālla dalam ayat 8, yang digantikan oleh kata Sā’il dalam ayat 11, menjelaskan arti Dālla, yaitu, “orang yang mencari pertolongan Ilahi supaya dibimbing kepada-Nya atau supaya diberi petunjuk.” Ayat ini dapat pula berarti, “Tuhan mendapatkan diri engkau hilang dalam keasyikan mencari Dia dan membimbing engkau ke hadirat-Nya.”"
3378,2,Rasulullah Saw mengawali hidup beliau sebagai seorang anak yatim yang miskin dan mengakhiri hayat beliau sebagai seorang penguasa tanpa tandingan di seluruh negeri Arab.
3379,2,"Ayat 7, 8, dan 9 membicarakan karunia-karunia Tuhan atas Rasulullah Saw dan dalam ayat 10, 11, dan 12 beliau diperintahkan supaya menunjukkan rasa terima kasih beliau dengan jalan melakukan kebajikan serupa terhadap sesama manusia. Perintah ini berlaku sama pula bagi para pengikut beliau."
3380,2,"Rasulullah Saw telah dibebani tugas yang tidak pernah dibebankan kepada siapa pun, begitu memakan syarat dan mematahkan punggung yaitu, pertama-tama mengangkat derajat suatu kaum dari jurang kemunduran akhlak ke puncak keutamaan rohani, kemudian dengan perantaraan mereka membersihkan dan mensucikan seluruh umat manusia dari kezaliman, kejahilan, dan ketakhyulan. Hal itu sungguh suatu pertanggungjawaban amat berat dan hampir-hampir meremukkan beliau di bawah himpitannya, namun Tuhan meringankan beban beliau."
3381,2,"Surah ini diwahyukan pada tahun ke-2 atau ke-3 Nabawi, ketika beliau benar-benar tidak dikenal oleh kalangan di luar kaum beliau, tetapi dengan cepat beliau bangkit menjadi orang yang paling dikenal dan paling dicintai, dihormati, dan yang paling berhasil di antara semua nabi. Tiada pemimpin, baik pemimpin agama ataupun pemimpin duniawi, yang pernah menikmati kecintaan dan kehormatan dari para pengikutnya demikian besarnya seperti Rasulullah Saw."
3382,2,"Ungkapan, “sesungguhnya bersama kesukaran ada kemudahan,” telah disebutkan dua kali. Ini menunjukkan bahwa agama Islam akan harus melalui masa-masa penuh kesulitan, tetapi pada dua peristiwa Islam menghadapi tantangan untuk mempertahankan wujudnya – pertama, selang beberapa tahun permulaan hidupnya sendiri, dan kedua kalinya pada akhir zaman – dan pada kedua-dua peristiwa itu Islam akan keluar dari cobaan itu sebagai satu kekuatan baru. Ayat-ayat ini menunjukkan pula bahwa kesulitankesulitan yang sedang dihadapi Rasulullah Saw dan Kaum Muslimin itu hanya bersifat sementara, tetapi keberhasilan-keberhasilan mereka akan kekal dan senantiasa meningkat terus."
2282A,2,"Rasulullah Saw dihibur dengan memperoleh jaminan bahwa lapangan kemajuan rohani yang tiada hingganya terbentang di hadapan beliau, dan bahwa sesudah beliau menanggulangi kesulitan demi kesulitan yang menghalangi jalan beliau, beliau tidak boleh berpuas diri dengan keberhasilan yang tercapai, tetapi sesudah beliau menundukkan suatu puncak, harus berusaha terus mendaki puncak lain, dan perhatian beliau harus senantiasa ditujukan seluruhnya kepada usaha menghidupkan kembali umat manusia yang telah jatuh dan kepada usaha menegakkan Kerajaan Ilahi di atas bumi. Ayat ini dapat pula mengandung arti bahwa manakala Rasulullah Saw telah menyelesaikan tugas beliau sehari-hari – mengajar dan mendidik para pengikut beliau dan membenahi urusan-urusan duniawi lainnya – beliau harus kembali menghadap Tuhan dengan sepenuh hati, sebab perjalanan rohani beliau tiada terhingga."
3383,2,"“Pohon Ara,” “Zaitun,” “Gunung Sinai,” dan “Kota yang Aman” telah disebut sebagai saksi yang mendukung dan membenarkan pengakuan dalam surah ini, bahwa Rasulullah Saw akan berhasil dalam misi beliau. “Pohon Ara” dan zaitun” adalah lambang Nabi Isa As, “Gunung Sinai” adalah Nabi Musa As dan “Kota yang Aman” adalah Rasulullah Saw. Tiga ayat ini bersama-sama mengisyaratkan kepada keterangan Bibel yang tersohor itu, “Tuhan telah datang dari Torsina dan telah terbit bagi mereka itu dari Seir, kelihatanlah ia dengan gemerlapan cahayanya dari Gunung Paran” (Ulangan 33: 2). Tetapi, menurut sebagian ahli tafsir, “Pohon Ara” melambangkan agama Budha, “Zaitun” melambangkan agama Kristen, “Gunung Sinai” dipakai melambangkan agama Yahudi, dan “Kota yang Aman” melambangkan Rasulullah Saw – agama Islam. Tetapi rupanya penjelasan paling tepat untuk lambang-lambang yang dipergunakan dalam ayat-ayat ini ialah penjelasan yang memaparkan bahwa keempat perkataan itu menampilkan empat masa dalam sejarah evolusi akhlak manusia. “Pohon Ara” menampilkan masa Adam As, “Zaitun” menampilkan masa Nabi Nuh As, “Gunung Sinai” merepresentasikan masa Nabi Musa As, dan “Kota yang Aman” menampilkan zaman Islam. Penjelasan ini banyak mendapat dukungan dari Bibel dan Al- Qur’an. Ketika Adam As dan Siti Hawa memakan buah terlarang dan serta merta mereka merasa telanjang, lalu mereka menjalin daun-daun Pohon Ara dan membuat baju dari bahan itu (Kejadian 3:7). Mengenai Nuh As kita baca, “maka kembalilah pula merpati itu kepada Nuh pada petang hari; bahwa sesungguhnya adalah di paruhnya sehelai daun terpetik daripada pohon Zait; sebab itu diketahui Nuh akan hal kekeringan air itu dari atas bumi” (Kejadian 8: 11). Dalam hal itu merupakan kenyataan yang diterima, bahwa Nabi Musa As menerima syariat Ilahi di Gunung Sinai; dan bahwa Mekah, tempat kelahiran Islam itu semenjak zaman bihari, telah dianggap dan terbukti sebagai “Kota yang Aman.” Keempat masa ini menampakkan empat peredaran yang telah dilalui manusia untuk mencapai tingkat perkembangan selengkapnya. Dalam daur (peredaran masa) Musa As peraturan-peraturan syariat telah diturunkan secara terperinci, sedang dengan diutusnya Rasulullah Saw hukum syariat menjadi lengkap lagi sempurna dalam semua segi yang aneka ragam itu, dan manusia mencapai perkembangannya yang sempurna dalam bidang intelek, kemasyarakatan, akhlak, dan rohani. “Pohon Ara” dapat pula dianggap lambang bagi agama Musa As dan “Zaitun” bagi syariat Islam. Tamsil ini selanjutnya dinyatakan dalam bentuk lebih kongkrit dengan kata-kata “Gunung Sinai” dan “Kota yang Aman.”"
3383A,2,Kata Sīnīn yang berbentuk jamak itu menunjukkan bahwa di kawasan itu terdapat beberapa gunung yang bernama demikian. Pada salah satu dari gunung-gunung itu Tuhan bertajalli (menampakkan kebesaran-Nya) kepada Musa As
3384,2,"Manusia dilahirkan dengan fitrat suci dan tidak bernoda, dengan kecondongan alami untuk berbuat baik, tetapi ia telah diberi pula cukup banyak kebebasan berkemauan dan berbuat untuk membentuk dirinya menurut pilihannya sendiri. Ia telah dianugerahi kemampuan-kemampuan alami besar dan kecakapan-kecakapan kreatif guna mencapai kemajuan akhlak yang tidak terhingga dan menaiki puncak keruhanian demikian tingginya, sehingga ia menjadi cermin yang memantulkan sifat-sifat Tuhan. Tetapi, jika ia menyalahgunakan kemampuan-kemampuan dan sifat-sifatnya yang dianugerahkan Tuhan, ia jatuh ke martabat rendah yang rendah yang bahkan lebih rendah daripada martabat binatang buas dan binatang jalang, dan menjadi penjelmaan setan seperti dijelaskan oleh ayat-ayat berikutnya. Singkatnya, ia telah dianugerahi kemampuan-kemampuan besar guna berbuat baik atau pun jahat."
3385,2,"Bila manusia telah diciptakan untuk mencapai tujuan rohani yang amat tinggi itu dan Tuhan telah mengutus nabi-nabi-Nya, seperti Adam As, Nuh As, Musa As, dan Rasulullah Saw, untuk menolong manusia mencapai tujuannya yang agung itu, dan jika ia tidak mempergunakan kemampuankemampuannya dengan cara tepat dan menolak Amanat Ilahi serta menentang para utusan Allah maka ia dihukum, kemudian siapakah dapat menolak, berdasarkan akal sehat, bahwa ada Hari Pembalasan di dunia ini dan juga di akhirat dan bahwa perintah-perintah Allah, yang adalah Hakim terbaik, tidak dapat dilawan dan bahwa perbuatan-perbuatan manusia tidak akan dibiarkan bebas tanpa pembalasan?"
3386,2,"Kata Iqra’ berarti, bacalah, tilawatkanlah, sampaikanlah, umumkanlah atau kumpulkanlah, dan ayat itu mengandung arti, bahwa Al- Qur’an dimaksudkan supaya dibaca dan diumumkan, dikumpulkan dan disusun dan kemudian disampaikan ke seluruh dunia. Sebutan sifat Rabb (Pengasuh, Pemelihara dan Pengembang, yang memupuk manusia melalui segala tingkat perkembangannya) menunjukkan, bahwa perkembangan akhlak manusia akan bertahap hingga perkembangan itu mencapai kesempurnaan penuh dalam wujud Rasulullah Saw."
3387,2,"Ayat ini berarti, bahwa kecintaan kepada Tuhan telah terpatri di dalam fitrat manusia, dan bahwa memang sudah sewajarnyalah ada seseorang yang dalam dirinya dorongan naluri itu harus mencapai pengejawantahannya yang sempurna. Wujud itu adalah Rasulullah Saw yang mencintai Al-Khalik, Sang Pencipta-nya, dengan segenap pikiran, hati, dan jiwanya. Insan dalam ayat ini kecuali arti yang diberikan dalam teks, berarti pula manusia sempurna – Rasulullah Saw."
3388,2,"Semakin sering Al-Qur’an dibaca dan dida’wahkan ke seluruh dunia, akan semakin tambah jua kekudusan Tuhan dan kehormatan manusia diakui dan dihargai."
3389,2,"Ayat ini nampaknya mengandung suatu nubuatan, bahwa pena akan memainkan suatu peranan sangat penting dalam pengalihan Al-Qur’an ke dalam bentuk tulisan dan dalam pemeliharaan serta penjagaan dari bahaya hilang atau dari gangguan campur-tangan manusia. Lebih lanjut ayat ini merujuk kepada sumbangan besar yang akan diberikan oleh pena kepada penyebaran dan penyiaran ilmu-ilmu rohani dan rahasia-rahasia Ilahi dengan perantaraan Al-Qur’an dan penyebaran ilmu-ilmu duniawi, yang dengan mempelajari Al-Qur’an mendapat dorongan besar ke arah upaya itu. Sungguh bermakna sekali bahwa pena disebut dengan kerapnya dalam sebuah Kitab yang telah diwahyukan ditengah-tengah suatu bangsa yang sedikit pun tidak menghargai pena dan yang jarang mempergunakannya, dan yang diwahyukan kepada orang yang tidak dapat membaca dan menulis."
3390,2,"Kata ‘Abdan (hamba) ditujukan kepada setiap orang Islam yang melakukan ibadah, tetapi terutama kepada Rasulullah Saw."
3391,2,"Ayat-ayat 10-18 meskipun biasanya dikenakan kepada setiap orang kafir yang sombong lagi keras hati, tetapi oleh sebagian ahli tafsir dianggap tertuju kepada Abu Jahal, pemimpin suku Quraisy Mekah. Ia senantiasa ada di garis depan dalam menjengkelkan, melawan, dan menganiaya Rasulullah Saw serta orang-orang Muslim. Beberapa budak yang telah memeluk Islam, atas perintahnya telah diseret pada jambul mereka di lorong-lorong Mekah. Sesudah kekalahan di Badar mayat sebagian pemimpin suku Quraisy, termasuk Abu Jahal di antara mereka, diseret-seret pada jambulnya dan dilemparkan ke dalam sebuah lubang yang telah digali khusus untuk tujuan itu . Yang demikian itu merupakan hukuman yang setimpal atas perlakuan yang telah diperlihatkan mereka kepada Kaum Muslimin yang tidak berdaya itu, beberapa tahun sebelumnya di Mekah."
3392,2,"Zabāniyah berarti, perwira-perwira angkatan bersenjata atau pembesar kepolisian; para malaikat atau penjaga neraka; malaikat-malaikat pelaksana hukuman (Lane)."
3393,2,"Pada umumnya Lail dan Lailah kedua-duanya berarti malam, tetapi menurut Marzuqi, penyusun kamus kenamaan, kata Lail dipakai sebagai lawan kata Nahār dan Lailah sebagai lawan kata Yaum. Lailah mengandung arti lebih luas dan berjangkauan lebih jauh daripada kata Lail, seperti kata Yaum, yang adalah lawan kata Lailah, mengandung arti lebih luas daripada Nahār yang adalah lawan kata Lail. Kata Lailah telah dipergunakan sebanyak delapan kali dalam Al-Qur’an (sekali dalam QS.2: 52; 2: 188; 44: 4; dua kali dalam QS.7: 143 dan tiga kali dalam ayat-ayat yang sedang dibahas), dan di setiap tempat kata itu dipergunakan sehubungan dengan turun Al-Qur’an dan masalah-masalah yang berkaitan dengan itu. Dengan demikian kata Lailah mengisyaratkan kepada kemuliaan, keagungan, dan kebesaran malam-malam yang di dalamnya Al-Qur’an diturunkan."
3394,2,"Qadr berarti, nilai, kecukupan, kebesaran, takdir, nasib, kekuasaan (Lane). Menimbang berbagai arti Qadr dan Lailah itu, maka ayat ini dapat diberi tafsiran sebagai berikut: Al-Qur’an telah diturunkan di dalam suatu malam yang secara khusus telah diperuntukkan bagi penampakan kekuasaan Ilahi yang istimewa, atau di dalam suatu malam yang mempunyai nilai sama dengan seluruh jumlah malam-malam lainnya, atau di dalam suatu malam yang mempunyai kebesaran, keagungan, dan kehormatan; atau, di dalam suatu malam yang mempunyai kecukupan, yaitu, Al-Qur’an memenuhi selengkapnya semua kebutuhan dan keperluan manusia, baik mengenai akhlak maupun ruhaninya. Atau, artinya adalah Tuhan telah menurunkannya dalam Malam Takdir atau Malam Nasib, yakni, Al-Qur’an diturunkan pada saat ketika nasib manusia ditakdirkan, pola alam semesta masa mendatang telah ditetapkan, dan asas-asas petunjuk yang tepat bagi umat manusia telah diletakkan untuk sepanjang masa mendatang. Masa kemunculan seorang muslih rabbani besar disebut Lailat al-Qadr, karena pada masa itu dosa dan kejahatan merajalela serta kekuatan kegelapan menguasai segala yang lain. Lailat al-Qadr telah diartikan pula sebagai suatu malam tertentu di antara malam-malam tanggal ganjil pada sepuluh hari terakhir di dalam bulan Ramadhan, tatkala Al-Qur’an pertama kali mulai diturunkan. Atau, ayat itu dapat berarti, seluruh jangka waktu 23 tahun yang meliputi risalat Rasulullah Saw, ketika selama jangka waktu itu Al-Qur’an diturunkan secara berangsurangsur."
3395,2,Berkat-berkat Lailat al-Qadr melampaui perhitungan dan perkiraan manusia.
3396,2,"Alf (seribu), yang merupakan bilangan paling tinggi dalam bahasa Arab dan berarti bilangan yang tidak terhitung banyaknya. Ayat itu berarti bahwa Malam Takdir atau Malam Nasib itu nilainya lebih baik daripada semua bulan yang tidak terhitung bilangannya, yaitu, zaman Rasulullah Saw itu lebih baik dan lebih unggul daripada semua zaman dijumlahkan. Ayat ini mengandung isyarat mengenai kemunculan para muslih rabbani (imamimam zaman) di antara orang-orang Muslim, bilamana orang-orang Muslim memerlukan mereka. Seribu bulan dengan perhitungan kasar membuat satu abad, dan Rasulullah Saw diriwayatkan pernah bersabda, bahwa Allah Swt pada permulaan setiap abad akan senantiasa membangkitkan dari antara pengikut-pengikutnya seorang mujaddid yang akan mem-bangkitkan kembali Islam dan memberinya suatu kehidupan dan gairah baru (Majah)."
3397,2,"Al-Rūh di sini berarti semangat baru, kebangkitan, istiqamah atau ketetapan hati. Di dalam malam Lailat al-Qadr para malaikat turun untuk menolong utusan Ilahi atau muslih rabbani untuk menda’wakan kebenaran, dan para pengikutnya diisi dengan kehidupan baru dan semangat baru untuk menyebarkan dan menablighkan Amanat Ilahi."
3398,2,"Pada masa seorang nabi atau muslih rabbani, semacam kedamaian pikiran dan perasaan hinggap kepada orang-orang mukmin di tengah-tengah kesulitan dan cobaan. Kegembiraan samawi yang menggugah semangat mereka pada saat itu mengungguli segala macam kegembiraan yang bersifat kebendaan dan memanjakan nafsu."
3398A,2,“Fajar terbit” berarti berlalunya malam-kesulitan dan terbitnya fajar kemenangan dan keunggulan kebenaran.
3399,2,Al-Qur’an telah membagi semua orang kafir dalam dua golongan – Ahlikitab dan orang-orang musyrik (mereka yang tidak percaya kepada sesuatu kitab suci).
3400,2,"Al-Qur’an berisikan secara ikhtisar, segala sesuatu yang baik, kekal, dan tidak termusnahkan, yang terkandung di dalam ajaran-ajaran Kitabkitab suci terdahulu, dengan imbuhan banyak ajaran yang tidak terdapat pada Kitab-kitab itu tetapi sangat diperlukan manusia guna perkembangan akhlak dan ruhaninya. Semua cita-cita, asas-asas luhur, peraturan-peraturan, dan perintah-perintah yang mengandung kemanfaatan abadi bagi manusia telah dimasukkan ke dalam Al-Qur’an. Seolah-olah Al-Qur’an berperan sebagai penjaga atas kitab-kitab lama dan bebas dari semua cacat dan noda yang terdapat pada kitab-kitab itu."
